ID	Label	Definition	Synonym	Subset	Xref_MESH	Xref_DOID	Xref_UMLS	Xref_CHEBI	Xref_GO	Xref_MONDO	Comment
ARDS_POI:02240	Opioid Withdrawal Syndrome		Opioid withdrawal	POI_mechanism	D013375	DOID:0050758	C0029004				source:promoted_from_kg
ARDS_POI:02241	Benzodiazepine Withdrawal			POI_mechanism	D001523	DOID:0050747	C0006457				source:promoted_from_kg
ARDS_POI:02242	Sedative Withdrawal			POI_mechanism	D013375	DOID:0050742	C0036564				source:promoted_from_kg
ARDS_POI:02244	Propofol Withdrawal Syndrome		Propofol withdrawal	POI_mechanism	D000077206		C0424799	CHEBI:8788			source:promoted_from_kg
ARDS_POI:02245	Acute Withdrawal Syndrome			POI_outcome	D013375	DOID:0050742	C0039268				source:promoted_from_kg
ARDS_POI:02246	Intensive Care Units		Adult ICU context	POI_context	D007362		C0021708				source:promoted_from_kg
ARDS_POI:02248	NF-kappa B signaling pathway		NF-kappa B activation	POI_mechanism	D000072000		C1155361		GO:0038122		source:promoted_from_kg
ARDS_POI:02250	Acute Exacerbation of Chronic Obstructive Pulmonary Disease		Acute exacerbations of chronic obstructive pulmonary disease	POI_disease	D011628	DOID:0050741	C0024117				source:promoted_from_kg
ARDS_POI:02253	Reduced Lung Volume		Reduced total lung volume in ALI	POI_outcome	D012128		C0035222				source:promoted_from_kg
ARDS_POI:02254	Cephalocaudal gradient in aeration			POI_outcome			C0552047				source:promoted_from_kg
ARDS_POI:02260	Successful weaning		Improved weaning outcome	POI_outcome	D015300		C0043081				source:promoted_from_kg
ARDS_POI:02263	Ventilator weaning		Reduced ventilator dependence	POI_outcome	D015300		C0087153				source:promoted_from_kg
ARDS_POI:02277	Autopsy		Autopsy population	POI_context	D001271		C0003811				source:promoted_from_kg
ARDS_POI:02280	Inspiratory effort reduction		Reduced inspiratory effort	POI_outcome	D045666		C0231874				source:promoted_from_kg
ARDS_POI:02281	Lung aeration		Improved lung aeration	POI_outcome	D008168		C0024109				source:promoted_from_kg
ARDS_POI:02288	Elderly Population		High incidence in elderly	POI_mechanism	D000368		C0001792				source:promoted_from_kg
ARDS_POI:02293	Alcohol Use Disorder, Chronic		Chronic alcohol abuse	POI_intervention	D000230	DOID:0050741	C0001948				source:promoted_from_kg
ARDS_POI:02302	Dyspnea reduction		Reduced dyspnea and opioid use	POI_outcome	D004244		C0012833				source:promoted_from_kg
ARDS_POI:02303	Advanced Cancer		End-stage cancer	POI_context	D009369	DOID:162	C0006826				source:promoted_from_kg
ARDS_POI:02304	Palliative care		Palliative care context	POI_context	D010307		C0030705				source:promoted_from_kg
ARDS_POI:02306	Erythropoietin Response		Blunted EPO response in critical illness	POI_mechanism	D004921		C0014816	CHEBI:33762	GO:0038127		source:promoted_from_kg
ARDS_POI:02308	Anemia		Anemia in critical illness	POI_intervention	D000740	DOID:2355	C0002385				source:promoted_from_kg
ARDS_POI:02310	Sustained FiO2 decrease		No change in sustained FiO2 decrease at 72h	POI_outcome	D016535		C0016440				source:promoted_from_kg
ARDS_POI:02311	Barotrauma			POI_outcome	D001273		C0004561				source:promoted_from_kg
ARDS_POI:02312	Lung Diseases		Underlying lung disease	POI_context	D008171	DOID:850	C0024115				source:promoted_from_kg
ARDS_POI:02313	Barotrauma		Increased barotrauma risk	POI_outcome	D001469		C0004760				source:promoted_from_kg
ARDS_POI:02315	Respiratory Insufficiency, Chronic		Chronic respiratory failure	POI_disease	D012131	DOID:11162	C0035229				source:promoted_from_kg
ARDS_POI:02322	Ambulation		Increased ambulation	POI_outcome	D008478		C0024671				source:promoted_from_kg
ARDS_POI:02324	Intensive Care Unit, Respiratory		Transfer to respiratory ICU	POI_mechanism	D007362		C0587437				source:promoted_from_kg
ARDS_POI:02326	Ventilator-free days		No difference in ventilator-free days at day 28	POI_outcome			C3853727				source:promoted_from_kg
ARDS_POI:02338	spontaneous recovery			POI_outcome	D020127		C0237820				source:promoted_from_kg
ARDS_POI:02342	Pulmonary artery pressure decreased		Reduced pulmonary artery pressure	POI_outcome	D011439		C0034067				source:promoted_from_kg
ARDS_POI:02343	Ventilation-Perfusion Ratio		Worsening ventilation-perfusion distributions	POI_outcome	D012745		C0042813				source:promoted_from_kg
ARDS_POI:02356	Invasive Pulmonary Aspergillosis		Increased invasive pulmonary aspergillosis	POI_outcome	D001234	DOID:13238	C0004030				source:promoted_from_kg
ARDS_POI:02357	Severe influenza A virus infection		Critical illness with H1N1 virus infection	POI_context	D006559	DOID:8469	C0019675				source:promoted_from_kg
ARDS_POI:02363	Treatment outcome heterogeneity		Treatment benefit variability in critical illness	POI_mechanism	D016896		C0237753				source:promoted_from_kg
ARDS_POI:02365	Aged		Old age >= 70 years	POI_population	D000368		C0804405				source:promoted_from_kg
ARDS_POI:02367	Intensive Care Unit Length of Stay		Prolonged ICU stay	POI_outcome	D007333		C0021368				source:promoted_from_kg
ARDS_POI:02369	Vitamin C, thiamine, and hydrocortisone combination therapy		Vitamin C, thiamine, and hydrocortisone	POI_intervention	D014810		C0042295	CHEBI:15377			source:promoted_from_kg
ARDS_POI:02370	Ventilator-free days		Ventilator- and vasopressor-free days in first 30 days	POI_outcome	D018802		C0035787				source:promoted_from_kg
ARDS_POI:02373	Ventilator-free days		No change in mortality or ventilator-free days	POI_outcome			C3853727				source:promoted_from_kg
ARDS_POI:02374	Respiratory rate		Respiratory rate ≥30 breaths/min	POI_intervention	D012119		C0035203				source:promoted_from_kg
ARDS_POI:02376	Tachycardia		Increased heart rate	POI_intervention	D013610	DOID:8499	C0039231				source:promoted_from_kg
ARDS_POI:02394	Status asthmaticus			POI_disease	http://purl.bioontology.org/ontology/MESH/D013224	DOID:9362	C0152097			MONDO:0004766	source:promoted_from_kg
ARDS_POI:02397	Renal replacement therapy		Reduced need for renal replacement therapy	POI_outcome	D017582		C0206074				source:promoted_from_kg
ARDS_POI:02404	Hypoxemia		Perioperative hypoxemia context	POI_context	D006973		C0020517				source:promoted_from_kg
ARDS_POI:02415	Driving pressure		High driving pressure (ΔPrs)	POI_mechanism			C3839190				source:promoted_from_kg
ARDS_POI:02428	Left Ventricular End-Diastolic Volume		Reduced left ventricular end-diastolic volume	POI_mechanism	D016275		C0025243				source:promoted_from_kg
ARDS_POI:02435	Elevated Fraction of Inspired Oxygen		Elevated FiO2 requirement	POI_outcome	D010100		C0231978				source:promoted_from_kg
ARDS_POI:02440	Time to clinical improvement		Time to 2-point clinical improvement	POI_outcome	D013997		C0039798				source:promoted_from_kg
ARDS_POI:02441	Survival at day 29		Proportion alive at day 29	POI_outcome	D016019		C0038954				source:promoted_from_kg
ARDS_POI:02449	Postoperative complications		Reduced severe PPCs within 7 days	POI_outcome	D011656	DOID:0050687	C0032943				source:promoted_from_kg
ARDS_POI:02451	incidence rate		0.38 per 1,000 adult population	POI_outcome	D015994		C0021149				source:promoted_from_kg
ARDS_POI:02452	Finland			POI_context	D005260		C0015685				source:promoted_from_kg
ARDS_POI:02463	neutrophil transendothelial migration		Inappropriate neutrophil adhesion and transendothelial migration	POI_mechanism	D020446		C1155362		GO:0090022		source:promoted_from_kg
ARDS_POI:02464	cytokine priming of neutrophils			POI_mechanism	D016213		C0027949		GO:0006954		source:promoted_from_kg
ARDS_POI:02466	Pulmonary complications		Reduced pulmonary complications	POI_outcome	D011656		C0032943				source:promoted_from_kg
ARDS_POI:02473	alveolar opening pressure		Heterogeneity of alveolar opening pressures	POI_mechanism	D000527		C0001675				source:promoted_from_kg
ARDS_POI:02476	Pulmonary complications		Reduced pulmonary complications after abdominal surgery	POI_outcome	D011656		C0032943				source:promoted_from_kg
ARDS_POI:02479	Coagulopathy			POI_outcome	D001778	SYMP:0019143	C0393551			MONDO:0001531	source:promoted_from_kg
ARDS_POI:02480	Acute cardiac injury			POI_outcome	D056754	DOID:0080206	C4280454				source:promoted_from_kg
ARDS_POI:02486	Diffusion Impairment		Pulmonary diffusion impairment	POI_outcome	D011653	DOID:9206	C0035229				source:promoted_from_kg
ARDS_POI:02487	Airflow Obstruction			POI_outcome	D000402	DOID:0060521	C0020576				source:promoted_from_kg
ARDS_POI:02488	Chest wall restriction			POI_outcome	D035882		C0235779				source:promoted_from_kg
ARDS_POI:02491	Quality of Life		Decreased quality of life in physical function	POI_outcome	D011788		C0034380				source:promoted_from_kg
ARDS_POI:02495	Tachypnea		High respiratory rate ventilation	POI_intervention	D059246	DOID:0050486	C0231835				source:promoted_from_kg
ARDS_POI:02497	Brain Injuries, Traumatic		Severe brain injury	POI_context	D001927	DOID:11988	C0006104				source:promoted_from_kg
ARDS_POI:02501	Hypocapnia		Injurious effects of hypocapnia	POI_mechanism	D006935	DOID:0050542	C0020578				source:promoted_from_kg
ARDS_POI:02502	Organ Injury		Reduced organ injury	POI_outcome	D009336		C0030491				source:promoted_from_kg
ARDS_POI:02503	Organ Injury			POI_outcome	D014947	DOID:4	C0010957				source:promoted_from_kg
ARDS_POI:02504	Survival to hospital discharge		Improved survival to hospital discharge	POI_outcome	D016019		C0587437				source:promoted_from_kg
ARDS_POI:02513	Hypoxia prevention			POI_mechanism	D000860		C0020676		GO:0001666		source:promoted_from_kg
ARDS_POI:02515	Hypoxia		Limited oxygen delivery	POI_context	D000860	DOID:14087	C0020676		GO:0070482		source:promoted_from_kg
ARDS_POI:02519	Recombinant Factor VIIa			POI_intervention	D050280		C0053666	CHEBI:73470			source:promoted_from_kg
ARDS_POI:02520	Arterial Thromboembolism			POI_outcome	D001791	DOID:0001816	C0007787				source:promoted_from_kg
ARDS_POI:02522	Intracranial Hemorrhage			POI_context	D006265	DOID:686	C0020676				source:promoted_from_kg
ARDS_POI:02523	Wounds and Injuries		Body trauma	POI_context	D014947	DOID:0001816	C0043350				source:promoted_from_kg
ARDS_POI:02537	Patient-Ventilator Synchrony		Improved patient-ventilator synchronization	POI_outcome	D056888		C1305981				source:promoted_from_kg
ARDS_POI:02538	air leak		Mask air leaks	POI_context	D000389		C0333257				source:promoted_from_kg
ARDS_POI:02539	Time-cycled expiration		Time-cycled expiratory trigger	POI_mechanism	D045505		C0231832				source:promoted_from_kg
ARDS_POI:02544	Out-of-hospital cardiac arrest		Comatose survivors of out-of-hospital cardiac arrest	POI_population	D003142	DOID:5427	C0428977				source:promoted_from_kg
ARDS_POI:02553	Nosocomial infection		Infection acquired in ICU	POI_mechanism	D003428	DOID:11722	C0029074				source:promoted_from_kg
ARDS_POI:02555	Neurologic failure		Neurologic failure on ICU admission	POI_mechanism	D009422		C0027765				source:promoted_from_kg
ARDS_POI:02557	Organ failure		Multiple organ failure in ICU	POI_mechanism	D009102		C0026776				source:promoted_from_kg
ARDS_POI:02558	Hematologic malignancy		History of hematologic malignancy	POI_mechanism	D019337	DOID:2531	C0019045				source:promoted_from_kg
ARDS_POI:02559	Chronic Kidney Disease		Chronic renal failure	POI_mechanism	http://purl.bioontology.org/ontology/MESH/D007676	DOID:784	C0151746			MONDO:0024327	source:promoted_from_kg
ARDS_POI:02560	Liver Cirrhosis			POI_mechanism	http://purl.bioontology.org/ontology/MESH/D008103	DOID:5082	C0023891			MONDO:0005155	source:promoted_from_kg
ARDS_POI:02561	Shock		Circulatory shock on ICU admission	POI_mechanism	D012769	DOID:11881	C0036974				source:promoted_from_kg
ARDS_POI:02562	Acute Renal Failure		Increased risk of ARF development	POI_outcome	D058186	DOID:8049	C0020629				source:promoted_from_kg
ARDS_POI:02570	Hyperinflation		Convex V-P curve indicates hyperinflation	POI_mechanism	D006935	DOID:3082	C0020542				source:promoted_from_kg
ARDS_POI:02577	Immunocompromised Host		Immunocompromised	POI_population	D016511		C0086688				source:promoted_from_kg
ARDS_POI:02581	ICU-acquired weakness		No effect on ICU-acquired weakness	POI_outcome	D018497		C0751177				source:promoted_from_kg
ARDS_POI:02588	Ventilation-Perfusion Ratio		Redistribution of ventilation/perfusion	POI_mechanism	D014690		C0042926				source:promoted_from_kg
ARDS_POI:02591	Barotrauma		High airway pressure leads to barotrauma	POI_mechanism	D001469		C0004760				source:promoted_from_kg
ARDS_POI:02596	Reduction in inefficient inspiratory efforts			POI_outcome	D045666		C0231835				source:promoted_from_kg
ARDS_POI:02598	Inspiratory effort		Inefficient inspiratory efforts	POI_mechanism	D001944		C0004048				source:promoted_from_kg
ARDS_POI:02610	Hyperglycemia		Increased hyperglycemia	POI_intervention	D006hyperglycemia	DOID:4195	C0020456				source:promoted_from_kg
ARDS_POI:02620	Prevention of over-assistance			POI_mechanism							source:promoted_from_kg
ARDS_POI:02623	Treatment Outcome		Improved outcome	POI_outcome	D000067		C0087113				source:promoted_from_kg
ARDS_POI:02624	Postoperative Period		Postoperative context	POI_context	D011183		C0032790				source:promoted_from_kg
ARDS_POI:02634	alveolar derecruitment		Reduced alveolar derecruitment during suctioning	POI_outcome	D055371		C1550593				source:promoted_from_kg
ARDS_POI:02638	Guillain-Barré syndrome		Close monitoring and early ventilation for high-risk Guillain-Barré	POI_intervention	D016920	DOID:6993	C0018528				source:promoted_from_kg
ARDS_POI:02641	Guillain-Barré Syndrome			POI_context	D006111	DOID:5399	C0342863				source:promoted_from_kg
ARDS_POI:02643	Myocardial Injury		Cardiac injury	POI_outcome	D009205	DOID:3393	C0027051				source:promoted_from_kg
ARDS_POI:02644	Lymphocytopenia			POI_outcome	http://purl.bioontology.org/ontology/MESH/D008231	DOID:614	C0024142			MONDO:0003783	source:promoted_from_kg
ARDS_POI:02646	Underweight		Underweight BMI	POI_intervention	D013851		C0020620				source:promoted_from_kg
ARDS_POI:02650	Extracorporeal life support		Gas exchange support with ECLS	POI_mechanism	D015199		C0014501				source:promoted_from_kg
ARDS_POI:02652	extracorporeal carbon dioxide removal		CO2 elimination with ECCO2R	POI_mechanism	D018570		C0162285				source:promoted_from_kg
ARDS_POI:02654	Extracorporeal carbon dioxide removal			POI_intervention	D018450		C0162488				source:promoted_from_kg
ARDS_POI:02656	Pulmonary Hypertension		Elevated pulmonary artery pressure	POI_mechanism	D006801	DOID:6432	C0020542				source:promoted_from_kg
ARDS_POI:02657	Right ventricular afterload		Increased right ventricular afterload	POI_mechanism	D058627		C0428883				source:promoted_from_kg
ARDS_POI:02659	ventilator-free days		Reduced ventilator- and ICU-free days in ALI	POI_outcome	D018570		C0439626				source:promoted_from_kg
ARDS_POI:02667	Unilateral Lung Injury			POI_intervention	D055370	DOID:2055	C0848754				source:promoted_from_kg
ARDS_POI:02669	Hypoxemia		Hypoxemic ventilated patients	POI_population	D000860	DOID:12417	C0020672				source:promoted_from_kg
ARDS_POI:02671	Aspirin administration			POI_intervention	D001241		C0004057	CHEBI:15365			source:promoted_from_kg
ARDS_POI:02675	Thoracic Surgery		Thoracic surgery context	POI_context	D013908		C0039978				source:promoted_from_kg
ARDS_POI:02677	Alveolar Epithelial Barrier Dysfunction		Alveolar epithelial barrier disruption	POI_mechanism	D055032		C1144577		GO:0001667		source:promoted_from_kg
ARDS_POI:02678	Endothelial Permeability		Endothelial barrier dysfunction	POI_mechanism	D004730		C0151468		GO:0034765		source:promoted_from_kg
ARDS_POI:02680	Alveolar epithelial cell repair		Alveolar cell repair mechanisms	POI_mechanism	D020545		C1293110		GO:0001763		source:promoted_from_kg
ARDS_POI:02682	Organ failure		Multiple organ failure	POI_mechanism	http://purl.bioontology.org/ontology/MESH/D009102	SYMP:0000724	C0026776				source:promoted_from_kg
ARDS_POI:02684	Survival		Longer survival	POI_outcome	D015996		C0038952				source:promoted_from_kg
