IRI,Label,Subset,Definition,Xrefs,Synonyms,Expert_Approved,Expert_Comment,Suggested_Correction,Auto_Xref,Auto_Xref_Source,Auto_Definition,PMID_Evidence,Suggested_Subset,Reclassify_Reason,Duplicate_Of,Label_Quality,Disease_Boundary_Note
ARDS_POI_02136,Correlation with spirometry and pneumotachography,POI_outcome,,,,,,,127783003,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02890,Cpet vo2max risk prediction,POI_outcome,,,,,,,Thesaurus.owl#C54156,BioPortal,An extrapolation of given data into the future.,,,,,,
ARDS_POI_02893,Custom ml model,POI_outcome,,,,,,,719917001,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02894,Cytokine primed neutrophil activation,POI_outcome,,,,,,,Thesaurus.owl#C26281,BioPortal,"Neutrophil Activation involves cell interaction and cell signaling mechanisms that recognize or respond to the presence of foreign antigen and that stimulate phagocytosis, degranulation, or generation of reactive oxygen products by neutrophils to destroy invading pathogens or to induce acute inflamm",,,,,,
ARDS_POI_01289,Days alive without delirium or coma,POI_outcome,,,,,,,LP437549-1,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01340,Days free of respiratory support within 28 days,POI_outcome,,,,,,,LA160-4,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02895,Days free respiratory support 28d,POI_outcome,,,,,,,LA21146-8,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01537,Deconditioning,POI_outcome,,,,,,,31031000119102,BioPortal,"The multiple, potentially reversible changes in body systems brought about by physical inactivity and disuse.",,,,,,
ARDS_POI_02896,Decreased 1993 1996,POI_outcome,,,,,,,LA16849-4,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02897,Decreased bmi,POI_outcome,,,,,,,Thesaurus.owl#C168828,BioPortal,"Subject's body mass index (in kg/m2), as reported.",,,,,,
ARDS_POI_01259,Decreased cardiovascular complications,POI_outcome,,,,,,,Thesaurus.owl#C64976,BioPortal,Stategies for caring for an individual's cardiovascular complications.,,,,,,
ARDS_POI_01220,Decreased interleukin-6,POI_outcome,,,,,,,LP16474-6,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,REMOVE_OR_CONTEXT,Geographic location — not an ontology concept,,,
ARDS_POI_01221,Decreased interleukin-8,POI_outcome,,,,,,,MTHU015337,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,REMOVE_OR_CONTEXT,Geographic location — not an ontology concept,,,
ARDS_POI_02898,Decreased need for intubation,POI_outcome,,,,,,,443484004,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02900,Decreased use simv,POI_outcome,,,,,,,419385000,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02904,Delayed intubation timing,POI_outcome,,,,,,,MTHU008276,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01486,Delirium/Coma-Free Days,POI_outcome,,,,,,,MTHU031955,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02906,Dependent lung filling perflubron,POI_outcome,,,,,,,Thesaurus.owl#C1422,BioPortal,"A synthetic radiopaque liquid form of perfluorooctyl bromide.  Used as a contrast agent for magnetic resonance imaging (MRI), perflubron is also used as a liquid ventilation agent to improve pulmonary gas exchange and lung compliance and may be used in surgery to reduce or eliminate the need for don",,,,,,
ARDS_POI_02908,Dexmedetomidine,POI_outcome,,,,,,,437750002,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02794,Diagnostic yield for identifying cause of acute respiratory failure,POI_outcome,,,,,,,65710008,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01815,Diffuse alveolar damage at autopsy,POI_outcome,,,,,,,Thesaurus.owl#C189012,BioPortal,"A histologic finding evident following acute lung injury.  It is characterized by an acute phase with edema, deposition of hyaline membranes, and inflammation and is followed by an organizing phase with alveolar septal fibrosis and type II pneumocyte hyperplasia.",,,,,,
ARDS_POI_01653,Discharge to home vs rehabilitation facility in ICUAW,POI_outcome,,,,,,,433591000124103,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01484,Discharged Alive Within 28 Days,POI_outcome,,,,,,,LA21431-4,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02913,Dlco assessment lung cancer,POI_outcome,,,,,,,Thesaurus.owl#C159319,BioPortal,The lung carbon monoxide diffusing capability test assessment predictive percentage value.,,,,,,
ARDS_POI_03225,Driving pressure,POI_outcome,"ΔP = Pplat − PEEP. Tidal volume normalised to functional lung size. ΔP >15 cmH₂O independently predicts ARDS mortality (Amato NEJM 2015, PMID 25693014).",,,,,,LP217222-1,BioPortal,,28973363,,,ARDS_POI_01755,,
ARDS_POI_01755,Driving pressure,POI_outcome,,,,,,,LP217222-1,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",28973363,,,ARDS_POI_03225,,
ARDS_POI_02916,Early mobilisation,POI_outcome,,,,,,,264499004,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02917,Early pac use,POI_outcome,,,,,,,LP203061-9,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02918,Ecco2r co2 removal,POI_outcome,,,,,,,703490005,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02923,Education program vap prevention,POI_outcome,,,,,,,480841000124109,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02435,Elevated FiO2 requirement,POI_outcome,,,,,,,Thesaurus.owl#C191613,BioPortal,The ratio of fraction of inspired oxygen (FiO2) to positive end-expiratory pressure (PEEP). This measured value may be adjusted on a mechanical ventilator to optimize treatment.,,,,,,
ARDS_POI_01045,Executive function impairment,POI_outcome,,,,,,,Thesaurus.owl#C88419,BioPortal,A set of mental processes that controls and manages the cognitive functions.,,,,,,
ARDS_POI_02926,Exogenous surfactant protein c based,POI_outcome,,,,,,,Thesaurus.owl#C99069,BioPortal,Deficiency of surfactant protein C. It leads to progressive lung fibrosis.,,,,,,
ARDS_POI_01193,External validation of RESP score AUC,POI_outcome,,,,,,,Thesaurus.owl#C16237,BioPortal,The act of validating; finding or testing the truth of something.,,,,,,
ARDS_POI_02928,Extracorporeal lung assist,POI_outcome,,,,,,,1231459002,BioPortal,An intended site or administration of a dose form that is initially outside of the body and is subsequently returned to the body.,,,,,,
ARDS_POI_03287,Extravascular lung water index,POI_outcome,Extravascular lung water index (EVLWI) and Pulmonary Vascular Permeability Index (PVPI) measured via transpulmonary thermodilution. EVLWI >10 mL/kg and PVPI >3 indicate increased permeability pulmonar,,,,,,870195002,BioPortal,,,,,,,
ARDS_POI_01732,Faster clinical resolution,POI_outcome,,,,,,,LA16519-3,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01174,Fluid responsiveness prediction,POI_outcome,,,,,,,LP73293-0,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01916,Functional Performance Inventory score,POI_outcome,,,,,,,LP185405-0,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01183,Gastrointestinal intolerances,POI_outcome,,,,,,,LA16968-2,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01044,Global cognitive impairment,POI_outcome,,,,,,,MTHU040636,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02931,Glutathione repletion nac otz,POI_outcome,,,,,,,MTHU006265,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02932,Gm csf therapy,POI_outcome,,,,,,,Thesaurus.owl#C29067,BioPortal,"DNA that encodes granulocyte-macrophage colony stimulating factor (GM-CSF).  GM-CSF enhances the host immune response to poorly immunogenic tumors, possibly by activating T-cell and macrophage anti-tumor responses, and, so, decreasing tumor growth. (NCI04)",,,,,,
ARDS_POI_01310,Guide therapy,POI_outcome,,,,,,,303479009,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02934,Handgrip dynamometry,POI_outcome,,,,,,,Thesaurus.owl#C161407,BioPortal,"A technique that measures the torque, or force, of muscle action.",,,,,,
ARDS_POI_01751,Heart rate increase,POI_outcome,,,,,,,MTHU003114,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02939,High flow nasal oxygen physiological support,POI_outcome,,,,,,,426854004,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02940,High incidence elderly,POI_outcome,,,,,,,39118009,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02942,High vt volutrauma,POI_outcome,,,,,,,LA22032-9,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",10793162,,,,,
ARDS_POI_01517,Higher failure rate during spontaneous breathing trial,POI_outcome,,,,,,,424139009,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02131,Higher hospital costs,POI_outcome,,,,,,,Thesaurus.owl#C19579,BioPortal,Costs that can be identified with a particular project or program.,,,,,,
ARDS_POI_01086,"Higher mortality, fewer ventilator-free days, fewer organ failure-free days",POI_outcome,,,,,,,LP173584-6,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01662,ICU intubation bundle management protocol,POI_outcome,,,,,,,Thesaurus.owl#C218827,BioPortal,"A description of plans for detecting, reviewing, and reporting any deviations from the protocol.",,POI_intervention,This is an intervention bundle,,,
ARDS_POI_01213,ICU-acquired paresis diagnosis,POI_outcome,,,,,,,LP72981-1,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01660,ICUAW outcomes,POI_outcome,,,,,,,LP422423-6,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_01115,Immobilization Weakness Critical Illness,POI_outcome,,,,,,,Thesaurus.owl#C122793,BioPortal,Acute muscle weakness and paralysis that develops in critically ill patients who have been treated with multiple drugs during their intensive care unit stay. It is associated with delayed weaning from mechanical ventilation and prolonged rehabilitation.,,,,,,
ARDS_POI_02037,Impact on critical care capacity,POI_outcome,,,,,,,LP97058-9,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02948,Impaired functional capacity ali,POI_outcome,,,,,,,429160000,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02812,Impaired functional capacity in ALI survivors,POI_outcome,,,,,,,429160000,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02762,Improved 1-year survival in OHS vs COPD,POI_outcome,,,,,,,Thesaurus.owl#C94503,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
ARDS_POI_02743,Improved 5-year survival,POI_outcome,,,,,,,Thesaurus.owl#C94503,BioPortal,"Clinical outcome measure or endpoint. [Definition needed: describe measurement method, timepoint, and clinical significance in ARDS context]",,,,,,
